date,commits,orgs,lines_added,lines_deleted,files_changed,contributors
2013-10-28,11,jklm:6|gnome:2|davidstrauss:1|poettering:1|in:1,683,229,39,11
2013-10-29,31,jklm:20|poettering:11,865,641,58,31
2013-10-30,34,vrfy:5|poettering:15|Perennou:1|jklm:5|archlinux:2|gmail:4|in:2,2218,2484,89,34
2013-10-31,17,poettering:5|vrfy:2|redhat:1|gmail:6|davidstrauss:1|in:1|web:1,937,488,34,17
2013-11-01,5,gmail:4|hadess:1,70,65,5,5
2013-11-02,4,vrfy:3|jklm:1,345,272,12,4
2013-11-03,4,gmail:3|cn:1,26,9,5,4
2013-11-04,7,gnome:1|vrfy:1|gmail:3|jklm:1|cn:1,224,50,23,7
2013-11-05,40,poettering:30|jklm:1|vrfy:4|opendz:1|Perennou:1|in:1|gmail:1|fedoraproject:1,4506,5818,102,40
2013-11-06,35,gmail:3|vrfy:3|poettering:21|davidstrauss:1|in:4|samsung:1|redhat:2,1994,1337,117,35
2013-11-07,61,vrfy:9|poettering:40|davidstrauss:1|inai:2|in:2|gmail:4|Perennou:3,3071,3729,157,61
2013-11-08,29,jklm:2|poettering:19|vrfy:3|archlinux:2|redhat:1|in:1|schaufler-ca:1,588,490,69,29
2013-11-09,7,vrfy:1|gmail:1|jklm:1|in:4,56,15,12,7
2013-11-10,11,jklm:3|poettering:5|gmail:1|archlinux:1|in:1,558,27,20,11
2013-11-11,23,archlinux:2|poettering:14|in:4|vrfy:1|jklm:1|davidstrauss:1,888,219,83,23
2013-11-12,12,poettering:2|vrfy:2|bitplanet:1|verbum:1|jklm:2|in:4,781,388,30,12
2013-11-13,12,vrfy:2|axis:2|gmail:4|redhat:2|jklm:1|in:1,582,60,28,12
2013-11-14,5,in:1|jklm:3|jjacky:1,535,63,18,5
2013-11-15,7,jklm:1|archlinux:2|in:1|gmail:3,195,72,9,7
2013-11-16,4,gmail:3|in:1,418,9,5,4
2013-11-17,4,gmail:2|vrfy:1|jklm:1,309,4,11,4
2013-11-18,7,vrfy:1|gmail:2|redhat:1|in:2|jklm:1,192,220,45,7
2013-11-19,21,gmail:2|poettering:17|jklm:2,6736,9489,157,21
2013-11-20,14,gmail:3|jklm:1|poettering:9|in:1,78,33,17,14
2013-11-21,27,poettering:18|jklm:5|redhat:1|vrfy:2|gmail:1,2308,1952,134,27
2013-11-22,17,poettering:13|gmail:1|vrfy:2|partner:1,880,511,59,17
